Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Lo Lo Wine,78702,05/06/2021,96,"1504 E 6TH ST
AUSTIN, TX 78702
(30.263223, -97.727048)",12186489,Routine Inspection
PF - Kumar's Austin,78660,12/17/2020,73,"15803 WINDERMERE DR
PFLUGERVILLE, TX 78660
(30.446183, -97.648258)",12392671,Routine Inspection
Akins High School,78748,05/04/2021,100,"10701 S 1ST ST
AUSTIN, TX 78748
(30.150678, -97.802163)",2801448,Routine Inspection
Gardner BettsTravis County,78704,08/19/2021,100,"2515 S CONGRESS AVE
AUSTIN, TX 78704
(30.236976, -97.755112)",2801401,Routine Inspection
Marbridge Foundation-Winters,78652,07/13/2021,91,"2310 BLISS SPILLAR RD
AUSTIN, TX 78652
(30.136879, -97.856197)",2800658,Routine Inspection
Slab,78757,12/01/2021,90,"9012 RESEARCH BLVD
AUSTIN, TX 78757
(30.372146, -97.72483)",11182639,Routine Inspection
PBS Hospitality Inc.,78744,07/11/2019,95,"3120 MONTOPOLIS DR
AUSTIN, TX 78744
(30.210805, -97.71333)",11640049,Routine Inspection
Snappy Snacks Kitchen,78660,05/29/2019,86,"15630 VISION DR
AUSTIN, TX 78660
(30.450467, -97.661796)",10338000,Routine Inspection
Balcones Club Restaurant,78750,01/16/2020,100,"8600 BALCONES CLUB DR
AUSTIN, TX 78750
(30.436968, -97.781923)",10239549,Follow-Up Inspection
Bread Basket,78617,03/09/2020,75,"5200 ROSS RD
AUSTIN, TX 78617
(30.179253, -97.614446)",11654390,Routine Inspection
SV - Holiday Inn Express,78735,03/15/2021,87,"4892 W US 290 HWY
SUNSET VALLEY, TX 78735",2802106,Routine Inspection
Qdoba Mexican Eats #1877,78746,02/20/2019,95,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",11980422,Routine Inspection
Charm BBQ Chicken,78750,07/23/2020,91,"12233 N FM 620 RD
AUSTIN, TX 78750
(30.4544, -97.8267)",12151309,Routine Inspection
Chipotle Mexican Grill # 3660,78741,04/29/2021,99,"1700 E OLTORF ST
AUSTIN, TX 78741
(30.232889, -97.738383)",12393300,Routine Inspection
Wingstop,78727,05/04/2020,90,"1701 W PARMER LN
AUSTIN, TX 78727
(30.412643, -97.689502)",10005294,Routine Inspection
Jack in the Box #949,78748,05/15/2020,94,"9300 S IH
AUSTIN, TX 78748",10790301,Routine Inspection
OOB- El Faro Taco and Cafe,78728,08/25/2021,88,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728",10001292,Routine Inspection
Lone Star Family Market #2,78752,03/16/2020,96,"7110 CAMERON RD
AUSTIN, TX 78752
(30.325727, -97.692614)",12392401,Routine Inspection
Al's Food Mart,78702,09/20/2021,70,"3503 WEBBERVILLE RD
AUSTIN, TX 78702
(30.270434, -97.706048)",2801111,Follow-Up Inspection
"BC - League, The",78738,10/05/2021,86,"13420 GALLERIA CIR
AUSTIN, TX 78738
(30.309737, -97.939079)",12393949,Routine Inspection
Kneaded Pleasures,78731,07/08/2019,77,"3573 FAR WEST BLVD
AUSTIN, TX 78731
(30.354197, -97.75491)",2802120,Routine Inspection
Aussie's Bar & Grill,78704,07/14/2020,97,"306 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.258766, -97.748027)",2800024,Routine Inspection
7-Eleven Convenience Store #21884B,78703,03/03/2021,87,"917 N LAMAR BLVD
AUSTIN, TX 78703
(30.27481, -97.752341)",10294642,Routine Inspection
LW - Juiceland,78738,10/30/2019,95,"2422 S FM 620 RD
LAKEWAY, TX 78738",11071750,Routine Inspection
Papa Joe's Tex-Mex,78702,08/05/2021,91,"917 SPRINGDALE RD
AUSTIN, TX 78702
(30.261056, -97.698443)",11422211,Routine Inspection
Pho Dan,78753,05/29/2020,85,"11220 N LAMAR BLVD
AUSTIN, TX 78753
(30.381796, -97.686455)",10044643,Routine Inspection
Fresko Eats,78752,07/03/2019,95,"6929 AIRPORT BLVD
AUSTIN, TX 78752
(30.336576, -97.718267)",12064179,Routine Inspection
Joslin Elementary,78745,10/29/2019,100,"4500 MANCHACA RD
AUSTIN, TX 78745
(30.228193, -97.789447)",2800329,Routine Inspection
Early Childhood Program @JCAA,78731,03/22/2021,100,"7300 HART LN
AUSTIN, TX 78731
(30.357407, -97.754668)",10104464,Routine Inspection
OZ. Tap House,78730,04/20/2021,91,"10601 FM 2222 RD
AUSTIN, TX 78730",12124696,Routine Inspection
Burger King #3990,78750,07/26/2019,98,"13450 N US 183 HWY
AUSTIN, TX 78750
(30.486791, -97.804812)",11428794,Routine Inspection
Randall's #2482 (Retail),78731,06/08/2021,97,"8040 MESA DR
AUSTIN, TX 78731
(30.371034, -97.757489)",2803468,Routine Inspection
Wing Daddy's Sauce House,78744,07/16/2019,81,"9811 S IH
AUSTIN, TX 78744",11596584,Routine Inspection
IHOP,78759,08/05/2020,95,"11654 RESEARCH BLVD
AUSTIN, TX 78759
(30.416867, -97.746868)",2802867,Routine Inspection
BC - Panera Bread,78738,03/08/2021,89,"12901 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309594, -97.941933)",10261319,Routine Inspection
Sonic,78735,12/27/2019,93,"7714 W SH
AUSTIN, TX 78735",2801236,Routine Inspection
Mighty Fine Burgers Fries Shakes,78759,12/30/2021,94,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",12394216,Routine Inspection
Tuk Tuk Thai Cafe,78745,09/13/2019,88,"5517 MANCHACA RD
AUSTIN, TX 78745
(30.216089, -97.796959)",10883510,Routine Inspection
Teapioca Lounge,78727,07/01/2019,83,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412511, -97.688908)",10530160,Routine Inspection
Contigo Fareground,78701,08/06/2019,96,"111 CONGRESS AVE
AUSTIN, TX 78701
(30.263828, -97.744375)",11814478,Routine Inspection
El Dorado Cafe,78757,10/09/2019,89,"3300 W ANDERSON LN
AUSTIN, TX 78757
(30.361276, -97.742483)",11673327,Routine Inspection
Avenue Food Mart,78660,06/07/2019,100,"1700 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.455884, -97.660842)",10165419,Routine Inspection
OOB - Hospira,78728,09/19/2019,93,"3900 W HOWARD LN
AUSTIN, TX 78728
(30.441947, -97.703475)",10669101,Routine Inspection
Which Wich,78757,08/24/2020,87,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.356679, -97.732239)",12185885,Routine Inspection
El Nuevo Mexico Restaurant,78757,07/13/2021,87,"911 W ANDERSON LN
AUSTIN, TX 78757
(30.34836, -97.71457)",10206751,Routine Inspection
Dairy Queen,78723,06/30/2020,89,"5900 MANOR RD
AUSTIN, TX 78723
(30.30675, -97.679893)",2800852,Routine Inspection
El Pollo Rico # 11,78748,12/17/2020,93,"609 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173143, -97.800473)",12109787,Routine Inspection
Joy East Chinese Buffet,78741,01/15/2020,55,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.236516, -97.725035)",12185900,Routine Inspection
C-Mart #7,78744,09/08/2021,83,"5200 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.180078, -97.747839)",10003415,Routine Inspection
Taco Bell #30099,78757,06/28/2021,95,"7793 BURNET RD
AUSTIN, TX 78757
(30.354586, -97.731747)",11066790,Routine Inspection
Moviehouse & Eatery,78726,10/29/2021,91,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.4204, -97.84557)",12393083,Routine Inspection
Perla's Seafood & Oyster Bar,78704,07/12/2021,89,"1400 S CONGRESS AVE
AUSTIN, TX 78704
(30.249767, -97.749603)",10256583,Routine Inspection
Clinical Educational Center Coffee Shop,78701,09/18/2019,95,"601 E 15TH ST
AUSTIN, TX 78701
(30.275115, -97.733198)",11484289,Routine Inspection
Regal Gateway 16 Cinema #638,78759,08/24/2020,100,"9700 STONELAKE BLVD
AUSTIN, TX 78759
(30.388119, -97.738465)",2801162,Routine Inspection
Fish Daddy's,78660,09/11/2019,88,"15119 N IH
AUSTIN, TX 78660",10236095,Routine Inspection
Airport Xpress,78617,08/18/2021,82,"2777 E SH
AUSTIN, TX 78617",11765624,Routine Inspection
Bombay Express,78753,05/22/2020,85,"13000 N IH
AUSTIN, TX 78753",12186401,Routine Inspection
Kokodak,78705,04/16/2021,86,"2522 GUADALUPE ST
AUSTIN, TX 78705
(30.289851, -97.741405)",12109211,Routine Inspection
IDEA Public Schools-IDEA Allan,78741,11/03/2021,88,"1701 VARGAS RD
AUSTIN, TX 78741
(30.226436, -97.699326)",11318405,Routine Inspection
RW-Finish Line Car Wash,78746,08/03/2020,100,"2900 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.270627, -97.791383)",12147956,Routine Inspection
"A Taste of Chocolate, LLC",78745,05/07/2021,100,"1606 W STASSNEY LN
AUSTIN, TX 78745
(30.213367, -97.793265)",10984781,Routine Inspection
Denny's # 8535,78744,03/14/2019,91,"7619 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.217641, -97.692003)",10367570,Routine Inspection
Aloft Austin Northwest,78613,08/11/2020,100,"14020 N US 183 HWY
AUSTIN, TX 78613
(30.475688, -97.800635)",11641982,Routine Inspection
Pho Thai Son,78749,07/01/2019,79,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.214326, -97.831703)",2802907,Routine Inspection
Mean Eyed Cat,78703,05/29/2020,99,"1621 W 5TH ST
AUSTIN, TX 78703
(30.274764, -97.764719)",11015831,Routine Inspection
McDonald's,78704,07/16/2020,92,"3909 S CONGRESS AVE
AUSTIN, TX 78704
(30.223905, -97.763343)",2801718,Routine Inspection
Shepherd's Market,78704,02/24/2021,87,"3708 SOUTHRIDGE DR
AUSTIN, TX 78704
(30.232035, -97.777363)",2803908,Routine Inspection
La Superior Market,78741,11/18/2021,66,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.236516, -97.725035)",12394150,Follow-Up Inspection
Circle K Store #2704686,78729,01/27/2021,99,"6107 W PARMER LN
AUSTIN, TX 78729
(30.444149, -97.742679)",10758026,Routine Inspection
Caffe Medici,78703,04/06/2020,95,"1101 WEST LYNN ST
AUSTIN, TX 78703
(30.27958, -97.759559)",10000619,Routine Inspection
Lee Elementary School,78705,08/17/2021,99,"3308 HAMPTON RD
AUSTIN, TX 78705
(30.293313, -97.727089)",2800109,Routine Inspection
Heo Eatery,78752,06/14/2019,94,"6214 N LAMAR BLVD
AUSTIN, TX 78752
(30.330714, -97.723331)",11519205,Routine Inspection
Omni Barton creek REsort & Spa - Banquet Kitchen,78735,08/13/2020,100,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",12176463,Routine Inspection
Hilton Austin-Spa & Towers,78701,06/11/2020,100,"500 E 4TH ST
AUSTIN, TX 78701
(30.264913, -97.738876)",2802331,Routine Inspection
Neighborhood C Store,78733,10/29/2019,90,"700 N CUERNAVACA DR
AUSTIN, TX 78733
(30.331708, -97.868969)",2803761,Routine Inspection
"Micah 6 of Austin, Texas",78705,10/24/2019,100,"2203 SAN ANTONIO ST
AUSTIN, TX 78705
(30.285572, -97.74285)",10370003,Routine Inspection
Alonti,78704,08/01/2019,93,"701 S LAMAR BLVD
AUSTIN, TX 78704
(30.258438, -97.759289)",10482725,Routine Inspection
Niki's Pizza,78753,08/05/2020,89,"1100 CENTER RIDGE DR
AUSTIN, TX 78753
(30.417729, -97.670961)",10160508,Routine Inspection
Fiesta Mart - Meat and Seafood #64,78745,05/13/2021,89,"5510 S IH
AUSTIN, TX 78745",11349581,Routine Inspection
BC - Vista Brewing Bee Cave,78738,05/06/2021,98,"12700 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307712, -97.934779)",12393548,Routine Inspection
Which Wich,78723,02/11/2021,91,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.306488, -97.708842)",10065180,Routine Inspection
El Naranjo Restaurant,78701,06/11/2019,92,"85 RAINEY ST
AUSTIN, TX 78701
(30.259614, -97.738471)",10722794,Routine Inspection
The Children's Center of Austin,78746,01/13/2021,100,"8100 FM 2244 RD
AUSTIN, TX 78746
(30.313032, -97.851962)",2802860,Routine Inspection
Seoul Restaurant,78745,06/28/2019,68,"6400 S 1ST ST
AUSTIN, TX 78745
(30.200184, -97.785895)",2801818,Routine Inspection
Nugent Grocery Inc,78757,10/23/2020,93,"808 JUSTIN LN
AUSTIN, TX 78757
(30.336961, -97.7201)",10968857,Routine Inspection
McDonald's Restaurant at North Lamar,78753,07/13/2021,99,"9422 N LAMAR BLVD
AUSTIN, TX 78753
(30.36403, -97.696615)",11348389,Routine Inspection
LW - Lakeway Resort and Spa,78734,01/13/2021,92,"101 LAKEWAY DR
LAKEWAY, TX 78734
(30.374071, -97.986933)",11322029,Routine Inspection
McDonald's,78744,05/27/2021,97,"4501 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.214737, -97.734209)",2801770,Routine Inspection
Fiesta Mart #25 (Seafood/Deli),78722,12/05/2019,90,"3909 N IH
AUSTIN, TX 78722",11377963,Routine Inspection
Thai Kitchen,78705,05/07/2020,70,"3009 GUADALUPE ST
AUSTIN, TX 78705
(30.296841, -97.741884)",11687789,Routine Inspection
Wholly Cow Burgers,78704,06/07/2019,86,"3010 S LAMAR BLVD
AUSTIN, TX 78704
(30.242744, -97.783533)",10514977,Routine Inspection
Ben White Gas & Beverage,78741,10/06/2020,100,"2250 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.216232, -97.739175)",2804008,Routine Inspection
Roots Chicken Shak,78723,06/15/2021,90,"1801 E 51ST ST
AUSTIN, TX 78723
(30.303064, -97.698244)",12393331,Routine Inspection
Valencia's Tex-Mex Garage,78758,04/20/2021,79,"3120 PALM WAY
AUSTIN, TX 78758
(30.402572, -97.721403)",11790317,Routine Inspection
Hardin House,78705,09/05/2019,87,"2206 RIO GRANDE ST
AUSTIN, TX 78705
(30.285782, -97.744893)",11656307,Routine Inspection
Xing Long Chinese Cuisine,78750,04/13/2020,94,"13450 N US 183 HWY
AUSTIN, TX 78750
(30.486791, -97.804812)",12128099,Routine Inspection
Onion Creek Food Mart,78747,02/05/2019,88,"2107 BOCA RATON DR
AUSTIN, TX 78747
(30.139514, -97.795546)",10194058,Routine Inspection
Howdy Donut,78730,07/30/2021,89,"10815 FM 2222 RD
AUSTIN, TX 78730",12096125,Routine Inspection
Texadelphia,78613,10/02/2019,92,"14010 N US 183 HWY
AUSTIN, TX 78613",2802968,Routine Inspection
La Cabana Grill,78738,06/22/2020,84,"21103 W SH
AUSTIN, TX 78738",10222706,Routine Inspection
Biryani Pot Indian Cuisine,78758,06/10/2021,75,"12407 N MOPAC EXPY
AUSTIN, TX 78758
(30.417815, -97.70461)",11016302,Routine Inspection
Juiceland,78702,10/05/2021,82,"2601 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.253867, -97.715312)",11040160,Routine Inspection
Marco's Pizza,78759,04/21/2020,95,"11011 RESEARCH BLVD
AUSTIN, TX 78759
(30.403592, -97.745141)",10905433,Routine Inspection
Tangent Cafe & Catering,78730,04/19/2019,95,"6500 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.391744, -97.847562)",2803221,Routine Inspection
Shipley Donuts,78757,12/19/2019,95,"2113 W ANDERSON LN
AUSTIN, TX 78757
(30.355044, -97.728668)",10896718,Routine Inspection
Lily's Sandwich,78753,09/09/2019,81,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.378477, -97.688329)",11432739,Routine Inspection
Austin North Assisted Living,78750,08/18/2021,92,"11206 POWDER MILL TRL
AUSTIN, TX 78750
(30.461192, -97.811813)",10337172,Routine Inspection
Las Mangonadas,78702,12/22/2021,75,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.272293, -97.697526)",11631715,Routine Inspection
New World Deli,78751,07/18/2019,77,"4101 GUADALUPE ST
AUSTIN, TX 78751
(30.306549, -97.735724)",2801233,Routine Inspection
Arby's Roast Beef  #00602,78745,01/09/2020,97,"4411 S LAMAR BLVD
AUSTIN, TX 78745
(30.233719, -97.796562)",2800085,Routine Inspection
Ryan Sanders Sports Services,78744,10/07/2021,96,"5400 JIMMY CLAY DR
AUSTIN, TX 78744
(30.185636, -97.732824)",11612024,Routine Inspection
Comedor,78701,09/14/2021,92,"501 COLORADO ST
AUSTIN, TX 78701
(30.267884, -97.744331)",12117759,Follow-Up Inspection
Whole Foods Market - Seafood,78758,04/22/2020,95,"11920 DOMAIN DR
AUSTIN, TX 78758
(30.405631, -97.720912)",11055566,Routine Inspection
Sprouts Farmers Market,78704,06/26/2020,98,"4006 S LAMAR BLVD
AUSTIN, TX 78704
(30.236752, -97.792111)",10638628,Routine Inspection
PF - Frost Bites Hawaiian Shaved Ice,78660,09/02/2020,97,"110 W PFLUGERVILLE PKWY
PFLUGERVILLE, TX 78660
(30.465364, -97.626833)",12392391,Routine Inspection
Lone Star Kolaches,78727,07/08/2019,70,"1701 W PARMER LN
AUSTIN, TX 78727
(30.412643, -97.689502)",2803128,Routine Inspection
Church's Chicken Store No. 1570,78741,08/05/2019,80,"1801 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24305, -97.729262)",11843199,Routine Inspection
Velvet Taco,78701,06/15/2021,83,"522 CONGRESS AVE
AUSTIN, TX 78701
(30.267784, -97.742899)",12186501,Routine Inspection
Texas Hillel Foundation,78705,11/08/2021,81,"2105 SAN ANTONIO ST
AUSTIN, TX 78705
(30.28432, -97.742973)",2802579,Routine Inspection
Westview Middle School,78727,10/21/2020,94,"1805 SCOFIELD LN
AUSTIN, TX 78727
(30.418051, -97.689155)",2800285,Routine Inspection
Hana World Market - Meat and Fish,78727,01/22/2020,83,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412511, -97.688908)",10866935,Routine Inspection
Scottish Rite Dorm,78705,07/28/2020,96,"210 W 27TH ST
AUSTIN, TX 78705
(30.291879, -97.739493)",2800292,Routine Inspection
Haymaker,78722,05/27/2020,82,"2310 MANOR RD
AUSTIN, TX 78722
(30.284549, -97.717531)",11008403,Routine Inspection
Fooda,78729,04/08/2021,98,"7700 PARMER LN
AUSTIN, TX 78729
(30.456745, -97.752944)",12186263,Routine Inspection
Fruitealicious,78752,11/17/2020,88,"6929 AIRPORT BLVD
AUSTIN, TX 78752
(30.336576, -97.718267)",11859345,Routine Inspection
Sur La Table,78758,06/02/2021,92,"11800 DOMAIN DR
AUSTIN, TX 78758
(30.404977, -97.722881)",11600557,Routine Inspection
Snarf's Sandwiches,78705,08/04/2020,93,"2901 MEDICAL ARTS ST
AUSTIN, TX 78705
(30.288697, -97.728831)",11166298,Routine Inspection
Two Steps Ahead Learning Center,78723,10/28/2019,90,"3028 ROGGE LN
AUSTIN, TX 78723
(30.303188, -97.678524)",10871599,Routine Inspection
El Chilito,78722,06/10/2021,95,"2219 MANOR RD
AUSTIN, TX 78722
(30.284425, -97.718375)",2802599,Routine Inspection
MN - PHO YES,78653,03/03/2021,89,"11300 E US 290 HWY
MANOR, TX 78653
(30.349015, -97.55411)",12164998,Routine Inspection
Which Wich,78757,08/27/2019,88,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.356679, -97.732239)",12185885,Routine Inspection
Hideaway Kitchen & Bar,78744,03/23/2021,80,"4323 S IH
AUSTIN, TX 78744",11903200,Routine Inspection
HEB Plus #12 - Deli/Bakery/Produce,78741,07/20/2021,93,"2508 E RIVERSIDE DR
AUSTIN, TX 78741
(30.234709, -97.723452)",10402647,Routine Inspection
Crockett High School,78745,10/12/2020,97,"5601 MANCHACA RD
AUSTIN, TX 78745
(30.215236, -97.797771)",2800612,Routine Inspection
Taco Shack,78756,08/30/2019,86,"4002 N LAMAR BLVD
AUSTIN, TX 78756
(30.308036, -97.741246)",2802345,Routine Inspection
"Tokyo Gardens Catering, LLC",78758,06/08/2021,96,"12407 N MOPAC EXPY
AUSTIN, TX 78758
(30.417815, -97.70461)",10743910,Routine Inspection
Altitude Trampoline Park,78745,07/13/2020,95,"6800 WEST GATE BLVD
AUSTIN, TX 78745
(30.208537, -97.814602)",12115051,Routine Inspection
LW - P. Terry's Burger Stand,78734,05/18/2020,90,"3311 S FM 620 RD
LAKEWAY, TX 78734",10631422,Routine Inspection
Levy at Q2 Stadium/East Main North 126,78758,12/07/2021,93,"10414 MC KALLA PL
AUSTIN, TX 78758
(30.386047, -97.718651)",12394511,Routine Inspection
Chinatown Restaurant,78731,09/07/2021,85,"3407 GREYSTONE DR
AUSTIN, TX 78731
(30.356832, -97.747261)",2800414,Routine Inspection
Anand Bazar,78758,04/09/2020,94,"2121 W PARMER LN
AUSTIN, TX 78758
(30.416351, -97.697096)",11855339,Routine Inspection
Tarka Indian Kitchen,78757,10/03/2019,87,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.356679, -97.732239)",10758443,Routine Inspection
Little China Restaurant,78758,05/01/2020,94,"1921 CEDAR BEND DR
AUSTIN, TX 78758
(30.408523, -97.69817)",2803165,Routine Inspection
Austin Sonic Store #6664,78617,05/26/2021,91,"5110 ROSS RD
AUSTIN, TX 78617
(30.179718, -97.614145)",11963540,Routine Inspection
County Line On The Hill,78746,09/09/2019,93,"6500 FM 2244 RD
AUSTIN, TX 78746
(30.297044, -97.835862)",2800427,Routine Inspection
Escuelita del Alma,78722,05/28/2020,100,"3109 N IH
AUSTIN, TX 78722",10215627,Routine Inspection
OOB Ni-Kome,78701,05/16/2019,96,"111 CONGRESS AVE
AUSTIN, TX 78701
(30.263828, -97.744375)",11814328,Routine Inspection
Taco Flats Clarksville,78703,11/06/2020,81,"1110 WEST LYNN ST
AUSTIN, TX 78703
(30.280001, -97.759279)",12186204,Routine Inspection
Jack in the Box #905,78754,05/07/2020,89,"8706 E US 290 HWY
AUSTIN, TX 78754
(30.328766, -97.658175)",10789972,Routine Inspection
Short Stop,78745,04/02/2020,87,"6920 MANCHACA RD
AUSTIN, TX 78745
(30.20231, -97.806963)",2801588,Routine Inspection
Thundercloud Subs #17,78756,02/09/2021,89,"5401 BURNET RD
AUSTIN, TX 78756
(30.328511, -97.739814)",2800023,Routine Inspection
El Mercado North,78757,07/27/2021,89,"7414 BURNET RD
AUSTIN, TX 78757
(30.350003, -97.734632)",2800466,Routine Inspection
PF - Springhill Elementary School,78660,09/23/2021,100,"600 S HEATHERWILDE BLVD
PFLUGERVILLE, TX 78660
(30.441694, -97.644112)",12392658,Routine Inspection
LW - Hill Country Cakery LLC,78734,09/13/2019,98,"2127 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.341722, -97.970087)",11758468,Routine Inspection
Safe Place School &CDC,78741,10/10/2019,96,"1515 GROVE BLVD
AUSTIN, TX 78741
(30.230987, -97.706211)",2801390,Routine Inspection
Central District Brewing,78701,12/07/2020,96,"417 RED RIVER ST
AUSTIN, TX 78701
(30.26478, -97.737795)",12129055,Routine Inspection
LW - Firehouse Subs,78734,03/31/2021,93,"900 S FM 620 RD
LAKEWAY, TX 78734",10964761,Routine Inspection
OOB - Red's Porch,78704,09/04/2019,89,"3508 S LAMAR BLVD
AUSTIN, TX 78704
(30.240226, -97.787045)",10333638,Routine Inspection
Omni Barton Creek Resort & Spa (Nopales),78735,06/16/2020,92,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",12176458,Routine Inspection
BC - Daily Juice Cafe,78738,11/18/2019,86,"12921 SHOPS PKWY
BEE CAVE, TX 78738
(30.306764, -97.945039)",11128918,Routine Inspection
Lola's Donuts,78722,04/26/2019,96,"2406 MANOR RD
AUSTIN, TX 78722
(30.28466, -97.716836)",11191782,Routine Inspection
Candlewood Suites Austin N,78754,07/13/2021,100,"8000 CROSS PARK DR
AUSTIN, TX 78754
(30.328917, -97.666445)",12134127,Routine Inspection
Accent Food Services,78750,02/11/2020,100,"12940 N US 183 HWY
AUSTIN, TX 78750
(30.486065, -97.806858)",11566539,Routine Inspection
El Chilito Tacos y Cafe,78745,07/01/2019,90,"4501 MANCHACA RD
AUSTIN, TX 78745
(30.228137, -97.789481)",11744364,Routine Inspection
Hot Idlis,78729,09/15/2021,95,"8863 ANDERSON MILL RD
AUSTIN, TX 78729
(30.454131, -97.773111)",11929092,Routine Inspection
McDonald's,78726,07/29/2019,94,"7409 N FM 620 RD
AUSTIN, TX 78726
(30.407628, -97.852001)",2802295,Routine Inspection
Sushi Zushi,78703,11/17/2021,86,"1611 W 5TH ST
AUSTIN, TX 78703
(30.274467, -97.764338)",10285387,Routine Inspection
Panda Express #1289,78758,07/19/2019,100,"2501 W PARMER LN
AUSTIN, TX 78758
(30.41863, -97.701711)",10005272,Routine Inspection
